date_string,yield,term
1990-02-15,8.35000038147,BC_3YEAR
1990-02-15,8.39999961853,BC_5YEAR
1990-02-15,8.07999992371,BC_6MONTH
1990-02-15,8.43999958038,BC_7YEAR
1990-02-16,8.42000007629,BC_10YEAR
1990-02-16,8.09000015259,BC_1YEAR
1990-02-16,8.35999965668,BC_2YEAR
1990-02-16,8.46000003815,BC_30YEAR
1990-02-16,0.0,BC_30YEARDISPLAY
1990-02-16,7.94000005722,BC_3MONTH
1990-02-16,8.34000015259,BC_3YEAR
1990-02-16,8.40999984741,BC_5YEAR
1990-02-16,8.06999969482,BC_6MONTH
1990-02-16,8.43000030518,BC_7YEAR
1990-02-20,8.61999988556,BC_10YEAR
1990-02-20,8.23999977112,BC_1YEAR
1990-02-20,8.52000045776,BC_2YEAR
1990-02-20,8.65999984741,BC_30YEAR
1990-02-20,0.0,BC_30YEARDISPLAY
1990-02-20,8.06000041962,BC_3MONTH
1990-02-20,8.52000045776,BC_3YEAR
1990-02-20,8.57999992371,BC_5YEAR
1990-02-20,8.19999980927,BC_6MONTH
1990-02-20,8.63000011444,BC_7YEAR
1990-02-21,8.61999988556,BC_10YEAR
1990-02-21,8.22000026703,BC_1YEAR
1990-02-21,8.5,BC_2YEAR
1990-02-21,8.65999984741,BC_30YEAR
1990-02-21,0.0,BC_30YEARDISPLAY
1990-02-21,8.01000022888,BC_3MONTH
1990-02-21,8.52000045776,BC_3YEAR
1990-02-21,8.60000038147,BC_5YEAR
1990-02-21,8.18999958038,BC_6MONTH
1990-02-21,8.63000011444,BC_7YEAR
1990-02-22,8.53999996185,BC_10YEAR
1990-02-22,8.17000007629,BC_1YEAR
1990-02-22,8.44999980927,BC_2YEAR
1990-02-22,8.56000041962,BC_30YEAR
1990-02-22,0.0,BC_30YEARDISPLAY
1990-02-22,7.98999977112,BC_3MONTH
1990-02-22,8.47999954224,BC_3YEAR
1990-02-22,8.47999954224,BC_5YEAR
1990-02-22,8.14999961853,BC_6MONTH
1990-02-22,8.56999969482,BC_7YEAR
1990-02-23,8.52999973297,BC_10YEAR
1990-02-23,8.10999965668,BC_1YEAR
1990-02-23,8.43000030518,BC_2YEAR
1990-02-23,8.56000041962,BC_30YEAR
1990-02-23,0.0,BC_30YEARDISPLAY
1990-02-23,7.92999982834,BC_3MONTH
1990-02-23,8.44999980927,BC_3YEAR
1990-02-23,8.47000026703,BC_5YEAR
1990-02-23,8.09000015259,BC_6MONTH
1990-02-23,8.56000041962,BC_7YEAR
1990-02-26,8.46000003815,BC_10YEAR
1990-02-26,8.10000038147,BC_1YEAR
1990-02-26,8.38000011444,BC_2YEAR
1990-02-26,8.48999977112,BC_30YEAR
1990-02-26,0.0,BC_30YEARDISPLAY
1990-02-26,7.96999979019,BC_3MONTH
1990-02-26,8.39999961853,BC_3YEAR
1990-02-26,8.39999961853,BC_5YEAR
1990-02-26,8.09000015259,BC_6MONTH
1990-02-26,8.48999977112,BC_7YEAR
1990-02-27,8.40999984741,BC_10YEAR
1990-02-27,8.06000041962,BC_1YEAR
1990-02-27,8.34000015259,BC_2YEAR
1990-02-27,8.44999980927,BC_30YEAR
1990-02-27,0.0,BC_30YEARDISPLAY
1990-02-27,7.98999977112,BC_3MONTH
1990-02-27,8.34000015259,BC_3YEAR
1990-02-27,8.34000015259,BC_5YEAR
1990-02-27,8.10000038147,BC_6MONTH
